Date,Time,Currency,Impact,Event,Detail,Actual,Forecast,Previous
2022-07-14 20:30:00,20:30:00,CNY,Low,New Home Prices m/m,,-0.10%,,-0.17%
2022-07-14 21:00:00,21:00:00,CNY,High,GDP q/y,,0.4%,1.2%,4.8%
2022-07-14 21:00:00,,CNY,Medium,Retail Sales y/y,,3.1%,0.3%,-6.7%
2022-07-14 21:00:00,,CNY,Low,Fixed Asset Investment ytd/y,,6.1%,6.0%,6.2%
2022-07-14 21:00:00,,CNY,Low,Industrial Production y/y,,3.9%,4.0%,0.7%
2022-07-14 21:00:00,,CNY,Low,NBS Press Conference,,,,
2022-07-14 21:00:00,,CNY,Low,Unemployment Rate,,5.5%,5.7%,5.9%
2022-07-14 23:30:00,23:30:00,JPY,Low,Tertiary Industry Activity m/m,,0.8%,0.5%,0.7%
2022-07-15 04:00:00,04:00:00,EUR,Low,Trade Balance,,-26.0B,-34.8B,-31.8B
2022-07-15 07:30:00,07:30:00,CAD,Low,Foreign Securities Purchases,,2.35B,25.55B,22.17B
2022-07-15 07:30:00,,CAD,Low,Wholesale Sales m/m,,1.6%,2.0%,-0.5%
2022-07-15 07:30:00,,USD,High,Core Retail Sales m/m,,1.0%,0.7%,0.6%
2022-07-15 07:30:00,,USD,High,Retail Sales m/m,,1.0%,0.9%,-0.1%
2022-07-15 07:30:00,,USD,Medium,Empire State Manufacturing Index,,11.1,-2.1,-1.2
2022-07-15 07:30:00,,USD,Low,Import Prices m/m,,0.2%,0.7%,0.5%
2022-07-15 08:00:00,08:00:00,USD,Medium,FOMC Member Bullard Speaks,,,,
2022-07-15 08:15:00,08:15:00,USD,Low,Capacity Utilization Rate,,80.0%,80.7%,80.3%
2022-07-15 08:15:00,,USD,Low,Industrial Production m/m,,-0.2%,0.1%,0.0%
2022-07-15 09:00:00,09:00:00,USD,High,Prelim UoM Consumer Sentiment,,51.1,49.0,50.0
2022-07-15 09:00:00,,USD,Low,Business Inventories m/m,,1.4%,1.3%,1.3%
2022-07-15 09:00:00,,USD,Low,Prelim UoM Inflation Expectations,,5.2%,,5.3%
2022-07-16 21:30:00,21:30:00,AUD,Medium,RBA Gov Lowe Speaks,,,,
2022-07-17 17:30:00,17:30:00,NZD,Low,BusinessNZ Services Index,,55.4,,55.3
2022-07-17 17:45:00,17:45:00,NZD,High,CPI q/q,,1.7%,1.5%,1.8%
2022-07-17 18:10:00,18:10:00,GBP,Low,Rightmove HPI m/m,,0.4%,,0.3%
2022-07-17 00:00:00,00:00:00,JPY,Non,Bank Holiday,,,,
2022-07-18 03:00:00,03:00:00,EUR,Low,Italian Trade Balance,,-0.01B,-2.32B,-3.64B
2022-07-18 04:00:00,04:00:00,GBP,Medium,MPC Member Saunders Speaks,,,,
2022-07-18 07:13:00,07:13:00,CAD,Low,Housing Starts,,274K,285K,282K
2022-07-18 09:00:00,09:00:00,USD,Low,NAHB Housing Market Index,,55,66,67
2022-07-18 15:00:00,15:00:00,USD,Low,TIC Long-Term Purchases,,155.3B,84.1B,87.2B
